ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5260	"ENSG00000122497.13"	"NBPF14"	chr1	-	148008572	148008624	148010112	148010164	148007799	148007972	148015624	148015797	5260	0,1	4,9	0,0	7,3	151	151	1	1.0	0.0,0.1	0.0,0.0	0.05
5261	"ENSG00000122497.13"	"NBPF14"	chr1	-	148006225	148006398	148012502	148012675	148005465	148005511	148013319	148013371	5261	1,3	1,1	1,4	0,0	199	199	1	1.0	0.5,0.75	1.0,1.0	-0.375
5264	"ENSG00000138190.12"	"EXOC6"	chr10	+	94695570	94695642	94700483	94700581	94694066	94694187	94708030	94708136	5264	44,59	61,131	27,34	39,85	171	197	0.772822109984	1.0	0.454,0.342	0.444,0.315	0.019
527	"ENSG00000273173.1"	"SNURF"	chr15	+	25219544	25219603	25220504	25220656	25213078	25213229	25221451	25221563	527	11,4	2409,1344	15,9	1428,1788	158	199	0.816515053109	1.0	0.006,0.004	0.013,0.006	-0.004
5276	"ENSG00000145495.10"	"MARCH6"	chr5	+	10381911	10382055	10387105	10387178	10378870	10378944	10390443	10390612	5276	10,24	126,147	15,12	103,118	199	172	0.915478827373	1.0	0.064,0.124	0.112,0.081	-0.003
5277	"ENSG00000145495.10"	"MARCH6"	chr5	+	10387105	10387178	10390443	10390612	10381911	10382055	10391653	10391843	5277	24,40	144,106	10,32	82,52	172	199	0.729941652251	1.0	0.162,0.304	0.124,0.416	-0.037
5278	"ENSG00000143924.14"	"EML4"	chr2	+	42546674	42546810	42548075	42548191	42544613	42544664	42552606	42552694	5278	0,1	0,0	0,6	0,4	199	199	1	1.0	NA,1.0	NA,0.6	0.4
5279	"ENSG00000143924.14"	"EML4"	chr2	+	42492058	42492091	42503276	42503334	42491845	42491871	42507989	42508113	5279	3,8	2,0	0,2	0,0	132	157	1	1.0	0.641,1.0	NA,1.0	-0.179
528	"ENSG00000273173.1"	"SNURF"	chr15	+	25219434	25219603	25220504	25220656	25213078	25213229	25221451	25221563	528	8,2	2409,1344	4,5	1428,1788	199	199	1	1.0	0.003,0.001	0.003,0.003	-0.001
5280	"ENSG00000143924.14"	"EML4"	chr2	+	42399674	42399731	42472644	42472827	42396600	42396776	42483640	42483770	5280	0,4	602,752	0,0	513,603	156	199	1	1.0	0.0,0.007	0.0,0.0	0.004
5282	"ENSG00000116604.13"	"MEF2D"	chr1	-	156449377	156449588	156450625	156450763	156449081	156449138	156452228	156452432	5282	15,21	5,2	5,9	2,0	199	199	0.801874862076	1.0	0.75,0.913	0.714,1.0	-0.025
5284	"ENSG00000118004.13"	"COLEC11"	chr2	+	3660900	3660972	3685122	3685194	3651904	3652060	3687867	3687921	5284	5,5	4,6	0,4	1,0	171	171	0.747207814777	1.0	0.556,0.455	0.0,1.0	0.006
5286	"ENSG00000131236.12"	"CAP1"	chr1	+	40507100	40507165	40523117	40523167	40506451	40506473	40525008	40525130	5286	3,1	0,0	1,1	4,0	164	149	1	1.0	1.0,1.0	0.185,1.0	0.407
5287	"ENSG00000163818.12"	"LZTFL1"	chr3	-	45879418	45879543	45896477	45896566	45877081	45877276	45954611	45954669	5287	1,0	4,6	0,2	10,7	188	199	0.848516748557	1.0	0.209,0.0	0.0,0.232	-0.012
5289	"ENSG00000164808.12"	"SPIDR"	chr8	+	48206455	48206619	48308935	48309186	48203621	48203726	48352884	48353104	5289	120,161	2,7	122,237	4,7	199	199	0.909236409391	1.0	0.984,0.958	0.968,0.971	0.001
5298	"ENSG00000205629.7"	"LCMT1"	chr16	+	25151491	25151568	25172422	25172525	25143722	25143844	25175918	25176039	5298	136,164	139,142	73,158	126,102	176	199	0.723635996453	1.0	0.525,0.566	0.396,0.637	0.029
5299	"ENSG00000205629.7"	"LCMT1"	chr16	+	25151491	25151568	25172422	25172509	25143722	25143844	25175918	25176039	5299	136,164	5,3	73,158	4,1	176	186	0.868457484517	1.0	0.966,0.983	0.951,0.994	0.002
5300	"ENSG00000164933.7"	"SLC25A32"	chr8	-	104415391	104415552	104417003	104417089	104414168	104414282	104419861	104420012	5300	15,24	16,10	2,16	15,4	185	199	0.54961075003	1.0	0.502,0.721	0.125,0.811	0.143
5301	"ENSG00000196141.8"	"SPATS2L"	chr2	+	201236831	201236974	201242863	201243094	201194153	201194203	201253945	201254006	5301	6,4	6,0	1,4	0,0	199	199	1	1.0	0.5,1.0	1.0,1.0	-0.25
5305	"ENSG00000196141.8"	"SPATS2L"	chr2	+	201324491	201324550	201332012	201332122	201305371	201305507	201334636	201334739	5305	604,366	603,391	362,390	488,254	158	199	0.682166712846	1.0	0.558,0.541	0.483,0.659	-0.021
5309	"ENSG00000179818.9"	"PCBP1-AS1"	chr2	-	70282845	70283042	70286774	70286812	70278334	70278437	70304432	70304513	5309	4,3	0,0	1,0	2,1	137	199	0.825189819615	1.0	1.0,1.0	0.421,0.0	0.789
531	"ENSG00000008838.13"	"MED24"	chr17	-	38191974	38192048	38192368	38192407	38191369	38191602	38209550	38209633	531	180,117	81,43	184,75	71,42	138	173	0.702731791515	1.0	0.736,0.773	0.765,0.691	0.026
5310	"ENSG00000179818.9"	"PCBP1-AS1"	chr2	-	70282845	70283042	70310669	70310819	70278334	70278437	70312678	70312756	5310	41,44	0,0	40,88	0,1	199	199	0.910719615626	1.0	1.0,1.0	1.0,0.989	0.006
5311	"ENSG00000179818.9"	"PCBP1-AS1"	chr2	-	70282845	70283042	70286774	70286812	70278334	70278437	70312678	70312756	5311	4,3	0,0	2,0	0,1	137	199	1	1.0	1.0,1.0	1.0,0.0	0.5
5312	"ENSG00000179818.9"	"PCBP1-AS1"	chr2	-	70282845	70283042	70310638	70310819	70278334	70278437	70312678	70312756	5312	42,44	0,0	41,91	0,1	199	199	0.965265225226	1.0	1.0,1.0	1.0,0.989	0.006
5318	"ENSG00000179818.9"	"PCBP1-AS1"	chr2	-	70286774	70286812	70304432	70304513	70282845	70283042	70310638	70310819	5318	0,0	8,2	2,0	1,0	180	137	1	1.0	0.0,0.0	0.604,NA	-0.604
5322	"ENSG00000175662.13"	"TOM1L2"	chr17	-	17786018	17786177	17787947	17788082	17782940	17783057	17796974	17797124	5322	14,13	5,1	9,19	3,2	199	199	0.822411571744	1.0	0.737,0.929	0.75,0.905	0.005
5323	"ENSG00000175662.13"	"TOM1L2"	chr17	-	17787947	17788082	17796974	17797124	17786018	17786177	17801909	17801988	5323	20,26	15,6	15,12	15,1	199	199	0.970344645126	1.0	0.571,0.813	0.5,0.923	-0.02
5327	"ENSG00000102897.5"	"LYRM1"	chr16	+	20914011	20914039	20922504	20922586	20911771	20911857	20926877	20927036	5327	6,9	12,25	0,14	8,27	127	181	0.69676199045	1.0	0.416,0.339	0.0,0.425	0.165
5337	"ENSG00000137693.9"	"YAP1"	chr11	+	102033186	102033302	102056748	102056868	101984874	101985125	102076623	102076805	5337	181,401	2,5	135,322	0,4	199	199	0.728574870101	1.0	0.989,0.988	1.0,0.988	-0.006
5351	"ENSG00000162669.11"	"HFM1"	chr1	-	91781947	91782033	91784634	91784766	91781657	91781741	91784849	91784947	5351	6,8	0,0	18,31	2,2	199	185	1	1.0	1.0,1.0	0.893,0.935	0.086
5352	"ENSG00000167283.3"	"ATP5L"	chr11	+	118276371	118276424	118277651	118277812	118274638	118274700	118279714	118279914	5352	2,1	2613,1220	4,5	1292,1152	152	199	1	1.0	0.001,0.001	0.004,0.006	-0.004
5357	"ENSG00000130175.5"	"PRKCSH"	chr19	+	11547209	11547326	11547354	11547544	11546861	11547017	11548696	11548792	5357	242,428	0,1	168,91	0,0	199	199	1	1.0	1.0,0.998	1.0,1.0	-0.001
5360	"ENSG00000163870.10"	"TPRA1"	chr3	-	127294245	127294348	127294591	127294652	127294027	127294108	127294782	127294893	5360	9,7	35,11	5,0	12,9	160	199	0.596970572012	1.0	0.242,0.442	0.341,0.0	0.171
5361	"ENSG00000163870.10"	"TPRA1"	chr3	-	127294591	127294652	127294782	127294893	127294027	127294108	127295459	127295539	5361	22,12	4,0	9,4	0,0	199	160	1	1.0	0.816,1.0	1.0,1.0	-0.092
5362	"ENSG00000163870.10"	"TPRA1"	chr3	-	127294591	127294652	127294782	127294893	127294245	127294348	127295459	127295539	5362	22,12	26,18	9,4	19,4	199	160	0.651981061331	1.0	0.405,0.349	0.276,0.446	0.016
5363	"ENSG00000153066.8"	"TXNDC11"	chr16	-	11797525	11797606	11815169	11815291	11794307	11794420	11815432	11815526	5363	2,0	0,0	0,0	0,2	199	180	1	1.0	1.0,NA	NA,0.0	1.0
5370	"ENSG00000004534.10"	"RBM6"	chr3	+	50084148	50084266	50084592	50084759	50036872	50036946	50085677	50085752	5370	16,8	25,27	8,5	11,30	199	199	0.648150642093	1.0	0.39,0.229	0.421,0.143	0.028
5371	"ENSG00000050393.7"	"MCUR1"	chr6	-	13801519	13801621	13802474	13802578	13800572	13800614	13807156	13807276	5371	22,23	48,39	16,10	19,38	199	199	0.861794395577	1.0	0.314,0.371	0.457,0.208	0.01
5376	"ENSG00000169919.12"	"GUSB"	chr7	-	65441001	65441189	65444385	65444528	65439905	65440058	65445210	65445396	5376	2,6	114,53	2,4	62,52	199	199	0.860490529279	1.0	0.017,0.102	0.031,0.071	0.009
5380	"ENSG00000126391.9"	"FRMD8"	chr11	+	65156855	65156999	65161043	65161145	65154507	65154592	65161511	65161570	5380	1,0	8,0	1,0	2,2	199	199	1	1.0	0.111,NA	0.333,0.0	-0.056
5384	"ENSG00000106804.6"	"C5"	chr9	-	123751845	123752058	123753468	123753558	123751323	123751399	123758517	123758578	5384	247,271	529,572	197,239	388,580	189	199	0.796254485974	1.0	0.33,0.333	0.348,0.303	0.006
5388	"ENSG00000248334.2"	"WHAMMP2"	chr15	+	28992855	28993021	28995051	28995173	28991125	28991295	28996633	28996820	5388	2,0	2,0	0,0	2,0	199	199	1	1.0	0.5,NA	0.0,NA	0.5
5397	"ENSG00000103194.11"	"USP10"	chr16	+	84773914	84773975	84778238	84779279	84767040	84767109	84793496	84793552	5397	174,173	10,7	166,150	2,16	160	199	0.679582231565	1.0	0.956,0.968	0.99,0.921	0.006
5398	"ENSG00000103194.11"	"USP10"	chr16	+	84778238	84779279	84796594	84796746	84767040	84767109	84797691	84797869	5398	11,9	5,5	1,15	0,5	199	199	0.584540415536	1.0	0.688,0.643	1.0,0.75	-0.21
5399	"ENSG00000103194.11"	"USP10"	chr16	+	84778238	84779279	84796594	84796694	84767040	84767109	84797691	84797869	5399	11,9	1175,566	1,15	779,701	199	199	0.929818960107	1.0	0.009,0.016	0.001,0.021	0.001
540	"ENSG00000187109.9"	"NAP1L1"	chr12	-	76449812	76449941	76453577	76453658	76448798	76448870	76453917	76454059	540	2897,2215	703,466	2480,3406	756,577	180	199	0.971447678538	1.0	0.82,0.84	0.784,0.867	0.004
5400	"ENSG00000103194.11"	"USP10"	chr16	+	84767040	84767109	84778238	84779279	84733609	84733717	84792321	84792413	5400	27,43	30,30	28,22	25,18	168	199	0.974942766055	1.0	0.516,0.629	0.57,0.591	-0.008
5406	"ENSG00000085719.7"	"CPNE3"	chr8	+	87533831	87533942	87537104	87537225	87527689	87527727	87540763	87540905	5406	0,0	0,2	0,3	0,0	199	199	1	1.0	NA,0.0	NA,1.0	-1.0
5408	"ENSG00000198015.8"	"MRPL42"	chr12	+	93870729	93870793	93873163	93873248	93862967	93863131	93881272	93881436	5408	73,134	79,118	69,128	61,143	163	184	0.721033733397	1.0	0.511,0.562	0.561,0.503	0.004
541	"ENSG00000187109.9"	"NAP1L1"	chr12	-	76450309	76450452	76453577	76453658	76449812	76449941	76453917	76454059	541	9687,5851	0,0	6976,7929	4,0	180	199	1	1.0	1.0,1.0	0.999,1.0	0.0
5410	"ENSG00000272980.1"	"RP11-517H2.6"	chr6	+	167416680	167417889	167424300	167424381	167413547	167413601	167435896	167436123	5410	23,22	36,54	21,23	40,51	199	180	0.881211294299	1.0	0.366,0.269	0.322,0.29	0.012
5411	"ENSG00000049759.12"	"NEDD4L"	chr18	+	56001049	56001124	56008269	56008401	55996226	55996359	56008909	56009029	5411	0,2	77,164	0,0	49,94	174	199	0.731061870544	1.0	0.0,0.014	0.0,0.0	0.007
5415	"ENSG00000153721.13"	"CNKSR3"	chr6	-	154754599	154754641	154762425	154762513	154751605	154751725	154763221	154763424	5415	38,19	20,38	24,14	12,23	187	141	0.841474094065	1.0	0.589,0.274	0.601,0.315	-0.026
5418	"ENSG00000138592.9"	"USP8"	chr15	+	50751196	50751359	50754476	50754519	50741596	50741682	50763829	50763992	5418	459,231	4,4	267,282	0,6	199	142	1	1.0	0.988,0.976	1.0,0.971	-0.004
5419	"ENSG00000138592.9"	"USP8"	chr15	+	50751169	50751359	50754476	50754519	50741596	50741682	50763829	50763992	5419	0,0	4,4	0,4	0,6	199	142	1	1.0	0.0,0.0	NA,0.322	-0.322
542	"ENSG00000187109.9"	"NAP1L1"	chr12	-	76450309	76450452	76453556	76453658	76449812	76449941	76453917	76454059	542	4071,3138	0,0	3368,4643	4,0	199	199	1	1.0	1.0,1.0	0.999,1.0	0.0
5420	"ENSG00000138592.9"	"USP8"	chr15	+	50736767	50736841	50741596	50741682	50733545	50733690	50751196	50751359	5420	4,0	512,302	0,0	323,351	173	185	1	1.0	0.008,0.0	0.0,0.0	0.004
5421	"ENSG00000138592.9"	"USP8"	chr15	+	50741596	50741682	50751196	50751359	50731205	50731374	50754476	50754519	5421	1,6	1173,445	1,6	507,324	185	199	0.939483303195	1.0	0.001,0.014	0.002,0.02	-0.003
5427	"ENSG00000164008.9"	"C1orf50"	chr1	+	43233179	43233295	43239233	43239320	43232939	43233061	43240407	43240539	5427	18,1	4,10	6,4	4,10	199	186	0.856047831604	1.0	0.808,0.085	0.584,0.272	0.019
5428	"ENSG00000164008.9"	"C1orf50"	chr1	+	43233179	43233295	43239211	43239320	43232939	43233061	43240407	43240539	5428	18,1	2,10	6,4	8,10	199	199	0.541821875402	1.0	0.9,0.091	0.429,0.286	0.138
543	"ENSG00000187109.9"	"NAP1L1"	chr12	-	76450353	76450452	76453577	76453658	76449812	76449941	76453917	76454059	543	9687,5851	0,0	6976,7929	2,2	180	198	1	1.0	1.0,1.0	1.0,1.0	0.0
5431	"ENSG00000122085.12"	"MTERFD2"	chr2	-	242033691	242033847	242036657	242036842	242029394	242029459	242041667	242041747	5431	2,4	16,2	0,5	10,8	199	199	0.656327073154	1.0	0.111,0.667	0.0,0.385	0.197
5436	"ENSG00000125991.14"	"ERGIC3"	chr20	+	34144964	34144987	34144987	34145020	34144380	34144880	34145195	34145405	5436	164,85	97,102	82,42	56,53	122	132	0.776346720184	1.0	0.647,0.474	0.613,0.462	0.023
5439	"ENSG00000147044.16"	"CASK"	chrX	-	41414852	41414888	41416284	41416353	41412971	41413168	41419031	41419100	5439	4,7	22,39	4,5	18,26	168	135	0.750497280851	1.0	0.127,0.126	0.152,0.134	-0.017
544	"ENSG00000187109.9"	"NAP1L1"	chr12	-	76450353	76450452	76453556	76453658	76449812	76449941	76453917	76454059	544	4071,3138	0,0	3368,4643	2,2	199	198	1	1.0	1.0,1.0	0.999,1.0	0.0
5442	"ENSG00000119681.7"	"LTBP2"	chr14	-	74973881	74974013	74974675	74974798	74973400	74973526	74975306	74975432	5442	0,11	6,3	0,2	4,0	199	199	0.818369610969	1.0	0.0,0.786	0.0,1.0	-0.107
5443	"ENSG00000113368.7"	"LMNB1"	chr5	+	126150861	126150939	126153521	126153667	126147464	126147590	126154613	126154834	5443	0,1	0,1	1,2	1,2	177	199	1	1.0	NA,0.529	0.529,0.529	0.0
5447	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179043908	179043959	179044021	179044111	179043126	179043219	179044514	179044650	5447	554,488	6,13	380,467	4,9	189	150	0.716438310269	1.0	0.987,0.968	0.987,0.976	-0.004
5448	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179043881	179043959	179044021	179044111	179043126	179043219	179044514	179044650	5448	554,488	13,20	380,467	9,18	189	177	1	1.0	0.976,0.958	0.975,0.96	-0.001
5449	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179046269	179046408	179047892	179048036	179045145	179045324	179048242	179048398	5449	1230,497	1162,761	800,293	758,554	199	199	0.656575822435	1.0	0.514,0.395	0.513,0.346	0.025
545	"ENSG00000139112.6"	"GABARAPL1"	chr12	+	10367267	10367378	10370661	10370740	10366434	10366786	10373038	10373157	545	0,4	277,201	0,0	143,178	199	178	0.778171926159	1.0	0.0,0.017	0.0,0.0	0.009
5450	"ENSG00000089597.12"	"GANAB"	chr11	-	62406830	62406939	62407098	62407203	62406454	62406582	62414033	62414088	5450	112,62	447,270	43,47	256,112	199	199	0.71419975524	1.0	0.2,0.187	0.144,0.296	-0.026
5454	"ENSG00000260238.1"	"PMF1-BGLAP"	chr1	+	156202110	156202216	156203418	156203519	156182772	156182967	156206078	156206274	5454	148,117	281,209	128,139	275,236	199	199	0.815070943495	1.0	0.345,0.359	0.318,0.371	0.007
5456	"ENSG00000260238.1"	"PMF1-BGLAP"	chr1	+	156203418	156203519	156206078	156206274	156182772	156182967	156212343	156212382	5456	9,1	1,3	1,2	8,0	199	199	0.936917408424	1.0	0.9,0.25	0.111,1.0	0.019
5457	"ENSG00000260238.1"	"PMF1-BGLAP"	chr1	+	156203418	156203519	156206078	156206274	156202110	156202216	156212343	156212382	5457	206,158	1,6	157,218	7,0	199	199	0.955347404197	1.0	0.995,0.963	0.957,1.0	0.001
5458	"ENSG00000197818.7"	"SLC9A8"	chr20	+	48481264	48481381	48491241	48491358	48471974	48472118	48494517	48494600	5458	3,1	5,19	1,0	0,4	199	199	0.576531710266	1.0	0.375,0.05	1.0,0.0	-0.287
5460	"ENSG00000147099.15"	"HDAC8"	chrX	-	71787738	71787880	71788603	71788734	71715005	71715118	71791906	71791959	5460	18,22	38,12	17,15	26,5	199	199	0.630570366916	1.0	0.321,0.647	0.395,0.75	-0.089
5462	"ENSG00000174483.15"	"BBS1"	chr11	+	66281876	66282149	66283010	66283057	66278675	66278710	66283163	66283202	5462	3,1	12,10	1,1	4,9	199	146	0.886262417268	1.0	0.155,0.068	0.155,0.075	-0.003
5463	"ENSG00000174483.15"	"BBS1"	chr11	+	66278675	66278710	66281876	66282149	66278483	66278560	66283010	66283057	5463	0,1	24,24	0,2	24,10	134	199	0.83028561633	1.0	0.0,0.058	0.0,0.229	-0.086
5465	"ENSG00000089157.11"	"RPLP0"	chr12	-	120637848	120637953	120638310	120638365	120637112	120637288	120638532	120638634	5465	0,0	10,1	0,3	3,2	154	199	1	1.0	0.0,0.0	0.0,0.66	-0.33
5470	"ENSG00000161249.16"	"DMKN"	chr19	-	35996840	35996951	36000812	36000863	35996619	35996667	36001085	36001154	5470	26,10	49,28	17,3	28,13	150	199	0.970689934022	1.0	0.413,0.321	0.446,0.234	0.027
5471	"ENSG00000161249.16"	"DMKN"	chr19	-	35996840	35996888	36000812	36000863	35996619	35996667	36001085	36001154	5471	26,10	56,32	17,3	29,11	150	147	0.624940330773	1.0	0.313,0.234	0.365,0.211	-0.014
548	"ENSG00000092529.18"	"CAPN3"	chr15	+	42698123	42698141	42700408	42700522	42695938	42695975	42701500	42701578	548	0,0	6,2	2,0	1,0	117	199	1	1.0	0.0,0.0	0.773,NA	-0.773
5482	"ENSG00000146463.7"	"ZMYM4"	chr1	+	35824525	35825047	35827219	35827390	35790960	35791006	35835629	35835714	5482	16,8	54,78	16,6	34,144	199	199	0.67945094098	1.0	0.229,0.093	0.32,0.04	-0.019
5486	"ENSG00000134333.9"	"LDHA"	chr11	+	18424386	18424528	18425284	18425358	18420977	18421095	18426995	18427119	5486	1,2	13460,9561	6,1	8960,9277	199	173	1	1.0	0.0,0.0	0.001,0.0	-0.001
5488	"ENSG00000189308.6"	"LIN54"	chr4	-	83891479	83891622	83900035	83900159	83867410	83867627	83905313	83906029	5488	34,62	14,34	27,49	15,18	199	199	0.701453586621	1.0	0.708,0.646	0.643,0.731	-0.01
5490	"ENSG00000189308.6"	"LIN54"	chr4	-	83867410	83867627	83900035	83900159	83861041	83861115	83905976	83906029	5490	30,30	12,43	20,29	18,26	199	199	0.809417340859	1.0	0.714,0.411	0.526,0.527	0.036
5493	"ENSG00000073584.14"	"SMARCE1"	chr17	-	38798706	38798811	38801827	38801871	38793743	38793824	38802047	38802099	5493	487,417	72,172	367,231	71,92	143	199	0.684328617195	1.0	0.904,0.771	0.878,0.777	0.01
5496	"ENSG00000267120.3"	"AD000671.6"	chr19	-	36235391	36235639	36236025	36236088	36235223	36235322	36236248	36236333	5496	4,7	12,2	4,1	1,9	162	199	0.776079708629	1.0	0.291,0.811	0.831,0.12	0.076
5498	"ENSG00000267120.3"	"AD000671.6"	chr19	-	36235391	36235593	36236025	36236088	36235223	36235322	36236248	36236333	5498	5,7	11,2	4,1	1,9	162	199	0.691135902684	1.0	0.358,0.811	0.831,0.12	0.109
550	"ENSG00000134153.5"	"EMC7"	chr15	-	34380253	34380334	34382517	34382656	34376217	34376687	34388095	34388215	550	664,468	363,537	343,415	192,494	199	180	0.901886198925	1.0	0.623,0.441	0.618,0.432	0.007
5500	"ENSG00000267120.3"	"AD000671.6"	chr19	-	36235526	36235639	36236025	36236088	36235223	36235322	36236248	36236333	5500	4,7	12,2	4,1	3,9	162	199	0.551870236418	1.0	0.291,0.811	0.621,0.12	0.181
5505	"ENSG00000139668.7"	"WDFY2"	chr13	+	52327806	52327884	52328403	52328533	52326998	52327122	52329493	52329595	5505	0,4	7,18	0,0	5,2	177	199	1	1.0	0.0,0.2	0.0,0.0	0.1
5507	"ENSG00000113648.12"	"H2AFY"	chr5	-	134686512	134686603	134688635	134688735	134681657	134681747	134696186	134696297	5507	689,617	18,45	547,558	17,35	199	190	0.930021929521	1.0	0.973,0.929	0.968,0.938	-0.002
5512	"ENSG00000139292.8"	"LGR5"	chr12	+	71946852	71947068	71953365	71953434	71928894	71928966	71960183	71960255	5512	50,115	5,6	33,47	3,2	199	168	0.792997478884	1.0	0.894,0.942	0.903,0.952	-0.01
5523	"ENSG00000103121.4"	"CMC2"	chr16	-	81025358	81025562	81030527	81030625	81015410	81015482	81030918	81031034	5523	2,0	7,4	0,1	6,7	197	199	0.717553343087	1.0	0.224,0.0	0.0,0.126	0.049
5524	"ENSG00000103121.4"	"CMC2"	chr16	-	81012138	81012312	81014374	81014484	81009698	81010076	81015410	81015482	5524	261,183	0,3	154,197	3,0	199	199	0.77620889754	1.0	1.0,0.984	0.981,1.0	0.002
5525	"ENSG00000182319.5"	"SGK223"	chr8	-	8197406	8197483	8215254	8215345	8196993	8197151	8233762	8235588	5525	2,2	0,2	3,0	0,3	190	176	0.805752294966	1.0	1.0,0.481	1.0,0.0	0.24
5527	"ENSG00000149742.5"	"SLC22A9"	chr11	+	63149630	63149749	63174044	63174183	63143116	63143240	63177273	63177430	5527	84,41	14,1	83,37	13,2	199	199	0.884818526106	1.0	0.857,0.976	0.865,0.949	0.009
5528	"ENSG00000107651.8"	"SEC23IP"	chr10	+	121663595	121663789	121668552	121668642	121662310	121662521	121671555	121671676	5528	71,88	137,263	88,47	104,228	199	189	0.9326590533	1.0	0.33,0.241	0.446,0.164	-0.02
553	"ENSG00000132394.6"	"EEFSEC"	chr3	+	128060075	128060732	128077059	128077216	127980970	127981067	128126911	128127485	553	5,8	36,21	0,0	10,2	199	199	1	1.0	0.122,0.276	0.0,0.0	0.199
5531	"ENSG00000163001.7"	"CCDC104"	chr2	+	55750856	55750958	55756013	55756128	55749237	55749302	55761008	55761096	5531	39,31	96,73	12,46	90,54	199	199	0.765946209572	1.0	0.289,0.298	0.118,0.46	0.004
5533	"ENSG00000141385.5"	"AFG3L2"	chr18	-	12363780	12363855	12366963	12367116	12359925	12360050	12376967	12377001	5533	0,0	262,291	2,1	304,327	199	174	1	1.0	0.0,0.0	0.006,0.003	-0.005
554	"ENSG00000008083.9"	"JARID2"	chr6	+	15410454	15410596	15452236	15452406	15374347	15374483	15468772	15468949	554	60,23	230,164	46,25	169,167	199	199	0.917593251993	1.0	0.207,0.123	0.214,0.13	-0.007
5544	"ENSG00000198561.8"	"CTNND1"	chr11	+	57577580	57577695	57578870	57578958	57576745	57576938	57581782	57581845	5544	548,313	421,632	334,344	272,650	199	187	0.997842771275	1.0	0.55,0.318	0.536,0.332	0.0
5547	"ENSG00000198561.8"	"CTNND1"	chr11	+	57578870	57578958	57581782	57581845	57577580	57577695	57582865	57582972	5547	542,620	250,419	331,545	163,304	187	162	0.671553271697	1.0	0.653,0.562	0.638,0.608	-0.015
5548	"ENSG00000143545.4"	"RAB13"	chr1	-	153955194	153955284	153955694	153955772	153955010	153955076	153955996	153956057	5548	94,62	16,14	100,90	35,5	177	189	0.827500683245	1.0	0.863,0.825	0.753,0.951	-0.008
555	"ENSG00000008083.9"	"JARID2"	chr6	+	15410454	15410596	15452236	15452451	15374347	15374483	15468772	15468949	555	60,23	0,10	46,25	3,3	199	199	0.727657742806	1.0	1.0,0.697	0.939,0.893	-0.067
5551	"ENSG00000163249.5"	"CCNYL1"	chr2	+	208598670	208598771	208602134	208602170	208591565	208591600	208606946	208607066	5551	12,29	16,14	6,21	12,3	199	135	0.729133636619	1.0	0.337,0.584	0.253,0.826	-0.079
5552	"ENSG00000078369.13"	"GNB1"	chr1	-	1770628	1770677	1811225	1811341	1756426	1756938	1821802	1821840	5552	7,4	813,788	4,4	532,614	199	148	1	1.0	0.006,0.004	0.006,0.005	-0.0
5553	"ENSG00000078369.13"	"GNB1"	chr1	-	1770628	1770677	1811225	1811341	1756426	1756938	1822258	1822405	5553	11,5	815,790	6,4	532,614	199	148	1	1.0	0.01,0.005	0.008,0.005	0.001
5554	"ENSG00000078369.13"	"GNB1"	chr1	-	1784590	1784736	1811225	1811341	1770628	1770677	1822258	1822405	5554	32,13	9,13	21,19	4,31	199	199	0.763786506108	1.0	0.78,0.5	0.84,0.38	0.03
5555	"ENSG00000078369.13"	"GNB1"	chr1	-	1784590	1784736	1811225	1811341	1770628	1770677	1821802	1821840	5555	28,12	11,12	19,19	6,16	199	199	0.888957946933	1.0	0.718,0.5	0.76,0.543	-0.042
5556	"ENSG00000078369.13"	"GNB1"	chr1	-	1718760	1718876	1718929	1719039	1716728	1718492	1720491	1720708	5556	1,0	2434,2075	5,0	1558,1788	199	199	1	1.0	0.0,0.0	0.003,0.0	-0.002
5557	"ENSG00000078369.13"	"GNB1"	chr1	-	1756835	1756938	1770628	1770677	1749275	1749314	1822258	1822495	5557	2,3	575,516	0,0	349,477	148	199	1	1.0	0.005,0.008	0.0,0.0	0.007
5558	"ENSG00000078369.13"	"GNB1"	chr1	-	1771067	1771121	1811225	1811341	1770628	1770677	1821802	1821840	5558	28,12	0,0	19,19	0,1	199	153	1	1.0	1.0,1.0	1.0,0.936	0.032
5559	"ENSG00000078369.13"	"GNB1"	chr1	-	1771067	1771121	1784590	1784736	1770628	1770677	1821802	1821840	5559	11,12	0,0	6,16	0,1	199	153	1	1.0	1.0,1.0	1.0,0.925	0.037
5562	"ENSG00000177106.10"	"EPS8L2"	chr11	+	721564	721691	721902	721991	721284	721352	722090	722165	5562	1756,1118	157,132	813,654	106,55	199	188	0.664293388511	1.0	0.914,0.889	0.879,0.918	0.003
557	"ENSG00000139644.8"	"TMBIM6"	chr12	+	50135739	50136063	50137199	50137348	50135339	50135394	50146246	50146332	557	0,0	6,0	4,2	7,0	199	199	1	1.0	0.0,NA	0.364,1.0	-0.682
